BioSample	Experiment	MBases	MBytes	Run	SRA_Sample	Sample_Name	Assay_Type	AssemblyName	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	age	cell_type	marker_genes	source_name	strain	tissue
SAMN08622500	SRX3750375	15	8	SRR6791185	SRS3006592	GSM3026319	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622499	SRX3750376	5	3	SRR6791186	SRS3006591	GSM3026320	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622498	SRX3750377	17	8	SRR6791187	SRS3006595	GSM3026321	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622497	SRX3750378	9	5	SRR6791188	SRS3006594	GSM3026322	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622496	SRX3750379	7	4	SRR6791189	SRS3006596	GSM3026323	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622495	SRX3750380	14	7	SRR6791190	SRS3006593	GSM3026324	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622494	SRX3750381	16	8	SRR6791191	SRS3006597	GSM3026325	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622493	SRX3750382	15	8	SRR6791192	SRS3006598	GSM3026326	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622492	SRX3750383	20	10	SRR6791193	SRS3006703	GSM3026327	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622491	SRX3750384	1	1	SRR6791194	SRS3006600	GSM3026328	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622490	SRX3750385	19	9	SRR6791195	SRS3006599	GSM3026329	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622489	SRX3750386	18	9	SRR6791196	SRS3006601	GSM3026330	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622488	SRX3750387	16	8	SRR6791197	SRS3006602	GSM3026331	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622487	SRX3750388	14	7	SRR6791198	SRS3006603	GSM3026332	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622486	SRX3750389	25	12	SRR6791199	SRS3006604	GSM3026333	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622485	SRX3750390	20	10	SRR6791200	SRS3006605	GSM3026334	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622484	SRX3750391	25	13	SRR6791201	SRS3006606	GSM3026335	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622483	SRX3750392	19	10	SRR6791202	SRS3006610	GSM3026336	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622482	SRX3750393	20	10	SRR6791203	SRS3006611	GSM3026337	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622481	SRX3750394	12	6	SRR6791204	SRS3006608	GSM3026338	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622540	SRX3750395	14	7	SRR6791205	SRS3006612	GSM3026339	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622533	SRX3750396	19	10	SRR6791206	SRS3006609	GSM3026340	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622539	SRX3750397	4	2	SRR6791207	SRS3006613	GSM3026341	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622538	SRX3750398	3	2	SRR6791208	SRS3006617	GSM3026342	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622537	SRX3750399	16	8	SRR6791209	SRS3006614	GSM3026343	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622536	SRX3750400	3	2	SRR6791210	SRS3006618	GSM3026344	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622535	SRX3750401	16	8	SRR6791211	SRS3006615	GSM3026345	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622534	SRX3750402	25	13	SRR6791212	SRS3006616	GSM3026346	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622532	SRX3750403	9	4	SRR6791213	SRS3006740	GSM3026347	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622531	SRX3750404	17	8	SRR6791214	SRS3006621	GSM3026348	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622530	SRX3750405	6	4	SRR6791215	SRS3006619	GSM3026349	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622529	SRX3750406	11	6	SRR6791216	SRS3006620	GSM3026350	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622528	SRX3750407	15	7	SRR6791217	SRS3006622	GSM3026351	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622527	SRX3750408	8	4	SRR6791218	SRS3006623	GSM3026352	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622526	SRX3750409	6	3	SRR6791219	SRS3006625	GSM3026353	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622525	SRX3750410	6	4	SRR6791220	SRS3006628	GSM3026354	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622524	SRX3750411	19	10	SRR6791221	SRS3006629	GSM3026355	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622523	SRX3750412	8	5	SRR6791222	SRS3006627	GSM3026356	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622522	SRX3750413	16	8	SRR6791223	SRS3006626	GSM3026357	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622521	SRX3750414	8	4	SRR6791224	SRS3006630	GSM3026358	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622520	SRX3750415	16	8	SRR6791225	SRS3006631	GSM3026359	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622519	SRX3750416	18	9	SRR6791226	SRS3006739	GSM3026360	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622518	SRX3750417	19	10	SRR6791227	SRS3006633	GSM3026361	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622517	SRX3750418	6	3	SRR6791228	SRS3006632	GSM3026362	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622516	SRX3750419	9	5	SRR6791229	SRS3006634	GSM3026363	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622515	SRX3750420	14	7	SRR6791230	SRS3006635	GSM3026364	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622514	SRX3750421	9	5	SRR6791231	SRS3006638	GSM3026365	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622513	SRX3750422	11	6	SRR6791232	SRS3006637	GSM3026366	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622512	SRX3750423	18	9	SRR6791233	SRS3006639	GSM3026367	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622511	SRX3750424	12	7	SRR6791234	SRS3006640	GSM3026368	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622571	SRX3750425	17	9	SRR6791235	SRS3006641	GSM3026369	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622570	SRX3750426	21	11	SRR6791236	SRS3006642	GSM3026370	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622569	SRX3750427	15	8	SRR6791237	SRS3006753	GSM3026371	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
